location_name,QAQC,event_year,event_name_calc,Species_Original,Plant_Concept_Current_IDF,Cover_Class,Presence_Column_1,Presence_Column_2,Presence_Column_3,Presence_Column_4,Presence_Column_5,Presence_Column_6,Presence_Column_7,Presence_Column_8,Herb_Column_1_Module,Herb_Column_1_Corner,Herb_Column_2_Module,Herb_Column_2_Corner,Herb_Column_3_Module,Herb_Column_3_Corner,Herb_Column_4_Module,Herb_Column_4_Corner,Herb_Column_5_Module,Herb_Column_5_Corner,Herb_Column_6_Module,Herb_Column_6_Corner,Herb_Column_7_Module,Herb_Column_7_Corner,Herb_Column_8_Module,Herb_Column_8_Corner
STRI011,-1,2011,STRI011Q,TOXIRAD,{B3A878DF-AF6F-45AC-AAE8-A24FA33A8031},2,3,NA,2,NA,NA,1,NA,1,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,LONIMAA,{1097A14D-1BA8-4531-9E99-DAC4A58D3EEA},2,NA,1,3,NA,3,NA,NA,1,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,JUGLNIG,{16F2F098-D8C8-4FD7-94E8-4550777609CD},2,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,DESMCANE,{5100762D-D472-46D7-AA67-4413C1625A5C},2,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,LONIJAP,{F5EC9D0F-6E8E-406C-9169-8CBD1CCAB6EC},2,NA,2,NA,NA,3,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,Carex sp. (wide  leaf),{522DE9D0-B3FA-48D9-914E-CEC7B6B22956},2,3,2,3,3,2,2,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,FRANCAR,{C6B5C930-2A70-4986-90B7-B88F03AD04F2},3,2,NA,2,2,NA,3,NA,1,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,EUPHDEN,{ADB341EC-2A55-4B38-9D13-687AB27BCC62},2,NA,1,NA,NA,NA,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,GEUMCAN,{C1BBAFF7-C03E-4C56-A25D-A068F067B8C2},2,3,NA,2,NA,NA,3,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,EUONFOR,{9FD266DB-1571-4625-BB22-DD5F2923E8F0},1,NA,1,NA,2,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,DICHLAX,{3F3DCD88-2478-4359-ADE3-4CEF74472A18},2,NA,2,3,3,3,NA,NA,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,MATEGON,{AD6E8392-9F30-4250-9178-295BDBD6A4E0},1,NA,NA,NA,NA,3,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,HOUSLON,{2564A5B4-ACC8-4EA8-9BDA-9DE132204C11},1,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},7,NA,1,3,3,NA,3,NA,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},7,3,2,2,3,NA,3,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,FLEIINC,{6A15186B-F2CB-41B8-B1A9-3CEB3F355F4A},1,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},1,NA,2,NA,NA,NA,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,Lespedeza sp.,{C0B549A4-A69C-4C83-B52A-E547D13D6809},1,NA,NA,NA,NA,NA,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,MORURUB,{9208BD56-4439-4355-95F1-6C3D3ABC6A2C},1,NA,NA,NA,NA,2,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,BIDEBIP,{7BA17B32-7E4A-4A61-AAB7-179322550704},2,3,NA,NA,NA,NA,1,NA,1,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},2,NA,3,2,NA,NA,1,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,CAREAMP,{4488F21E-0FF3-4301-89B2-05F2D87975D8},2,3,2,NA,NA,NA,NA,NA,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,VITIROT,{6916D0D4-35E4-4004-A15A-8B0BDAA8C493},2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,TRIDFLA,{AF79F50A-C68C-4E9F-B143-F17D124D7E56},1,NA,NA,NA,NA,2,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,BIGNCAP,{3D678500-B709-4CEB-AD1C-91B6B0E4A2C5},2,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,BERCSCA,{66AE307E-6D06-4E18-9A7D-04821213E061},1,NA,NA,NA,3,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},5,3,3,3,3,2,3,2,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,OXALVIO,{434A83D4-51B8-47A3-8006-D82F91AD7210},1,NA,2,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,VITIVUL,{BA3B674E-0DED-4ABF-A110-F72B299936F7},2,NA,NA,NA,2,3,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,POTESIM,{C89044B8-8830-424C-801A-F3AEBC961CEA},2,NA,NA,NA,NA,NA,1,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,SALVLYR,{662B0DFC-F256-49D2-B56C-1E247D269D55},1,NA,NA,NA,NA,NA,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,SMILBON,{BB1167BC-126E-4288-BE97-1B036FF69612},2,NA,3,NA,NA,NA,1,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,SMILROT,{E41BD4AF-5905-4AD4-ABEE-6688D63816D5},2,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,RHUSARO,{A929C46E-0066-4C35-81EB-F3316BBF56B6},5,2,2,3,NA,2,3,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,DICHACU,{4AD31736-777A-483A-8CDB-278A84952B1F},2,3,2,2,2,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,GALIPIL,{0FA261AD-DAEF-489E-94DD-C2B27E9E61A9},2,3,2,3,3,NA,3,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,FORELIG,{3AE1A64F-60C6-47A0-A3A6-790B18B55AB5},6,2,3,2,NA,3,NA,2,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,GALICIR,{0039D10D-4239-417A-86D7-6452C6A28FF4},2,3,2,2,3,3,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,PARTQUI,{DF063A6E-DA53-4562-828A-A91DE032D935},2,3,3,2,NA,3,2,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,MELOPEN,{352295C5-68A7-4461-85F1-8E8B7E791C50},NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,SOLACAR,{5A2F6A58-96E8-4214-BB83-BAF13BB6060D},1,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},6,3,3,3,3,3,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,ELEPCAR,{AC8B9705-0F78-476D-A7CF-CF34978F147C},2,NA,NA,NA,1,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},6,3,3,3,3,3,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},2,NA,1,NA,2,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,QUERSHU,{3455E38A-AE52-41AB-8F8F-349179D43710},1,NA,2,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,Carya sp.,{835ABC0C-CAD0-4D93-BCB7-3805304F5CAF},2,NA,2,2,NA,NA,1,2,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,SIDELYC,{24722895-7DA7-416B-AE02-4BAD8A2AA872},1,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,-1,2011,STRI011Q,SYMPORB,{E3A17A84-F29D-45BD-ABE0-A9FBACD5A972},3,2,3,NA,2,NA,3,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},5,3,3,3,3,3,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,DICHLEU,{0830A861-AA00-4C1E-AD61-9CCD8E1DD322},2,1,NA,NA,2,2,NA,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SYMPORB,{E3A17A84-F29D-45BD-ABE0-A9FBACD5A972},6,2,3,NA,2,3,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,LONIJAP,{F5EC9D0F-6E8E-406C-9169-8CBD1CCAB6EC},2,NA,NA,2,NA,3,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,BIDEBIP,{7BA17B32-7E4A-4A61-AAB7-179322550704},2,3,NA,NA,2,3,2,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,BIGNCAP,{3D678500-B709-4CEB-AD1C-91B6B0E4A2C5},1,1,NA,1,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,Potentilla sp.,{83D60732-5C2E-4F39-BC48-87F88C7077ED},2,NA,NA,NA,NA,1,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,CAREAMP,{4488F21E-0FF3-4301-89B2-05F2D87975D8},2,3,2,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,LONISTA,{1B100615-E0BE-4A05-916A-D9092701E336},2,NA,2,1,NA,NA,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,CARYCAR,{F2D9F1A7-B26A-43D7-942C-C4D459A74F72},4,NA,2,NA,NA,1,NA,2,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SOLAPTY,{6626A900-4084-48FD-8637-5B2D4E689A87},1,NA,NA,NA,NA,1,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,CAREBLA,{5D9C44CD-05BC-4C0C-9209-D1FF00D06BDF},3,3,2,3,3,NA,2,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,VERBALT,{A628C868-1EB7-4B4F-8565-C3AEA43D2913},1,NA,NA,NA,NA,1,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,VITIVUL,{BA3B674E-0DED-4ABF-A110-F72B299936F7},4,NA,NA,NA,2,NA,2,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,GALIPIL,{0FA261AD-DAEF-489E-94DD-C2B27E9E61A9},2,3,3,2,3,3,3,2,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,PARIPEN,{44CC1FEF-5DF2-4E0A-8F4E-3302E5A47916},2,1,NA,2,NA,NA,2,3,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,FORELIG,{3AE1A64F-60C6-47A0-A3A6-790B18B55AB5},7,2,3,3,2,3,2,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,CELTOCC,{204FFE1D-FA19-45A7-BE61-CE86CF278A8C},3,3,3,3,2,2,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,VIBURUF,{BE4B8A15-1A1A-47D1-8495-EF23DA0022FC},2,2,NA,NA,NA,2,NA,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,BOTRBIT,{75F8BEAC-B240-41E0-AB87-88B3CAA21F2E},1,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,DICHLAX,{3F3DCD88-2478-4359-ADE3-4CEF74472A18},3,3,2,3,3,3,3,2,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,HYPEFRO,{27512572-A874-4C04-BB6C-C8CC85349590},3,3,NA,3,NA,NA,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,Viola sp.,{B877C269-6358-4033-B7A7-C2E58603A448},1,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,QUERIMB,{C979EEB3-3E6A-4A2A-B4F7-3CF3631D23ED},2,NA,2,NA,NA,NA,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,HEDYNIG,{3CC977FB-5627-4EE8-AA0D-87967FB5D41C},1,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SIDELYC,{24722895-7DA7-416B-AE02-4BAD8A2AA872},2,1,NA,NA,NA,1,NA,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},6,1,NA,3,3,3,3,NA,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,BERCSCA,{66AE307E-6D06-4E18-9A7D-04821213E061},2,NA,NA,NA,3,2,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},3,1,NA,NA,2,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,PARTQUI,{DF063A6E-DA53-4562-828A-A91DE032D935},4,3,3,2,2,3,3,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},3,NA,NA,2,2,1,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,MUHLSOB,{B6DE4559-C099-449C-8FFB-CB465592CE47},1,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},6,3,3,3,3,3,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,MATEGON,{AD6E8392-9F30-4250-9178-295BDBD6A4E0},1,NA,NA,NA,NA,3,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,DIOSVIR,{C6C5D109-63B8-4C39-A9BC-713273C1DDC6},2,NA,2,NA,NA,NA,NA,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},5,1,NA,1,NA,NA,NA,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,ASPLPLA,{FC8F7328-92A3-486A-99A2-F193C59D2808},3,2,3,3,NA,2,2,2,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SALVLYR,{662B0DFC-F256-49D2-B56C-1E247D269D55},3,NA,2,NA,NA,NA,NA,3,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,TOXIRAD,{B3A878DF-AF6F-45AC-AAE8-A24FA33A8031},3,2,NA,2,2,NA,2,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,RHUSARO,{A929C46E-0066-4C35-81EB-F3316BBF56B6},4,1,NA,NA,2,NA,3,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,GALICIR,{0039D10D-4239-417A-86D7-6452C6A28FF4},3,2,NA,3,3,NA,3,3,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},8,3,NA,3,3,NA,3,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SANICAN,{677B1A3F-4CF9-456E-9AC8-5082F199C1D6},2,1,NA,3,3,2,3,3,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,AGRIROS,{43A7552F-3FBD-464E-BB54-18FF3245B767},2,3,NA,2,2,3,3,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,FRANCAR,{C6B5C930-2A70-4986-90B7-B88F03AD04F2},4,2,3,2,2,2,3,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,ERIGANN,{5260D89C-89A9-46A0-BD86-F6324F1577E1},1,NA,NA,2,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SMILROT,{E41BD4AF-5905-4AD4-ABEE-6688D63816D5},3,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},2,NA,3,2,2,NA,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},2,NA,NA,2,2,NA,2,NA,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,EUONFOR,{9FD266DB-1571-4625-BB22-DD5F2923E8F0},1,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,LONIMAA,{1097A14D-1BA8-4531-9E99-DAC4A58D3EEA},2,NA,NA,3,2,3,2,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,SMILBON,{BB1167BC-126E-4288-BE97-1B036FF69612},3,2,3,1,NA,1,NA,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,GEUMCAN,{C1BBAFF7-C03E-4C56-A25D-A068F067B8C2},3,1,NA,2,NA,2,3,2,2,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
STRI011,0,2011,STRI011,OXALSTR,{24EEFB05-B73F-4BF5-874A-DC7BD5C2688D},2,NA,NA,2,2,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,WOODARE,{E77FF9EE-F995-4102-BB20-2417A0B05360},3,NA,1,2,NA,NA,3,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,MICRVIM,{79AD0057-9D82-4C48-A8B8-22761DAD3B9E},2,NA,3,NA,NA,NA,NA,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},2,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,OSMUCIN,{5043FE89-B6BD-48E7-9867-5A300078845A},2,NA,NA,2,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,DICHDIC,{C13D3EA8-0F08-4F83-B024-9A1B41739924},1,NA,3,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,VIOLSOR,{8B3A876D-48AF-4D28-941E-D89CF957FE28},2,NA,2,NA,NA,NA,NA,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,ARISTRI,{7995ECDE-E3C4-4B3F-9391-FF96BA31AFF2},1,NA,2,NA,NA,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,THELNOV,{09CAD0EC-7D41-4CDC-871E-BA43A45674FA},3,2,1,2,2,NA,NA,NA,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,Carex sp. #2,{522DE9D0-B3FA-48D9-914E-CEC7B6B22956},1,NA,NA,2,NA,NA,NA,1,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},6,3,3,2,NA,2,2,2,3,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
COWP014,-1,2012,COWP014Q,GOODPUB,{18C93A87-B8FE-44FE-BCAF-83FE5900FBCB},1,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,4,2,2,2,3,3,2,3,4,4,2,4,3
