location_name,Event_Type,event_year,qaqc,event_name_calc,Tree_ID,Module,Tree_Number,Species_Original,Plant_Concept_Current_IDF,DBH,Tree_Status,Crown_Class,Vigor,Dieback,Condition_Damage_Code_1,Condition_Damage_Code_2,Condition_Damage_Code_3,Condition_Damage_Code_4,Condition_Damage_Code_5,Foliage_Condition_1,Foliage_Percent_Class_1,Foliage_Condition_2,Foliage_Percent_Class_2,Foliage_Condition_3,Foliage_Percent_Class_3,Foliage_Condition_4,Foliage_Percent_Class_4,Foliage_Condition_5,Foliage_Percent_Class_5,Dead_Tree_Decay_Class,Snag_Height
STRI011,QA/QC,2011,-1,STRI011Q,{825B0503-C77C-424F-8A47-41DC21F8ACE0},1,9,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},27,1,3,2,3,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{8451CBC7-D628-4E17-99E1-64E7C93AB45C},1,5,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},14,1,5,3,3,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{8637B631-7802-4905-B735-91F85296D7C8},1,3,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},10,1,3,2,,EPIC,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{92AC6251-5096-4318-B9BA-6533C8D4EF73},2,13,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},26,2,,,,HOLW,,,,,,,,,,,,,,,2,5
STRI011,QA/QC,2011,-1,STRI011Q,{93BE2CE5-7A47-43AC-B35A-4B6BF9635CD5},3,23,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},19,1,3,2,2,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{A431C6D3-ACFE-4948-8B06-C92D894343C7},2,18,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},25,2,,,,,,,,,,,,,,,,,,,2,6
STRI011,QA/QC,2011,-1,STRI011Q,{A440B295-1263-48CD-B89C-C09694CE0506},2,12,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},14,1,3,2,1,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{A93A1F25-D2D0-434E-8044-B49F5F5E3C25},1,11,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},27,1,2,1,1,FORK,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{B52B4299-AFF2-4B81-BBC7-3BE49DA79CC4},1,6,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},17,1,5,3,3,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{B83E1A2A-D538-4257-9928-02EA1727EED8},4,28,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},24,1,3,2,2,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{BB745FCA-C924-4BCE-A04E-401D934B6180},4,33,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},12,2,,,,,,,,,,,,,,,,,,,1,25
STRI011,QA/QC,2011,-1,STRI011Q,{BCE8DD35-7198-4B59-A517-5A170AE74D5C},1,1,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},15,1,3,1,1,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{C07A2FB2-5EEE-418C-A904-EC996B19F65E},4,25,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},20,1,3,2,1,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{C66B5E69-BDFF-4413-8302-CBAA39E6D73A},4,31,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},23,1,3,2,3,FORK,LIGT,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{CB041E7E-949A-4727-8FD5-37FC9859F707},4,35,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},22,1,3,2,1,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{CB3BB7C1-7476-42B3-A96A-74D8FB487AE4},4,36,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},15,1,5,4,3,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{D40622A5-2DB4-4DC0-883C-BDFEBF8D388B},4,27,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},20,1,3,2,2,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{D61837AC-5C05-45E7-B8DA-A0DF3936B31C},2,16,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},23,1,3,2,2,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{D8B24951-0F51-41F2-B1C3-780DC37AB9C5},2,20,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},29,1,3,2,2,,,,,,,,,,,,,,,,,
STRI011,QA/QC,2011,-1,STRI011Q,{DDAEFDA9-46DB-4B8B-9E32-B0311A4ACC42},4,34,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},14,2,,,,,,,,,,,,,,,,,,,1,25
STRI011,QA/QC,2011,-1,STRI011Q,{FC8CC466-40D6-47AC-8EF7-D2EF4F9DA3DE},2,19,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},13,2,,,,,,,,,,,,,,,,,,,2,4
STRI011,plot establishment,2011,0,STRI011,{058DACAB-4C78-48E5-B0B5-36BE9F9C3DB2},4,32,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},19,1,5,3,,WOND,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{1498A04A-8D96-4B5B-B81F-59C0AAE21DF1},1,11,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},15,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{159ED20B-0882-45EF-8F95-80411181322D},1,5,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},11,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{20C4164B-E842-4FDB-A0BB-120AD8B5DDEF},2,17,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},29,1,4,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{359BA0D3-355D-4180-905E-F6AD81E55A79},4,28,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},23,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{38A060DB-B765-4FEC-9252-E47BF0D3E48C},3,23,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},24,1,2,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{395C755A-2DAD-4AED-B2A7-8B13BDC6D6AF},4,35,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},23,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{3E2272CE-DEB9-4624-97C2-302174560038},4,36,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},16,1,4,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{3E72DFA4-F389-464E-89CE-EA36D9FA6046},1,3,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},11,1,3,2,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{42A234AD-4155-4076-934E-04540B63378E},2,15,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},26,2,,,,,,,,,,,,,,,,,,,3,2
STRI011,plot establishment,2011,0,STRI011,{43CCBBF5-C96E-434D-9BE7-92124CC898D9},2,18,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},23,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{450D0567-D736-4962-B990-A112C10DAED6},1,9,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},17,1,4,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{463A5B3C-4307-4FEA-B574-F53E80A1AB32},1,2,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},27,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{473F62CE-A2A6-4246-8288-2E41C3CAE21A},4,24,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},20,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{505F14BA-A4EA-45DF-8C18-A872C1E36E7C},1,1,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},13,1,4,2,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{5A426399-EA1E-4821-A688-6B6E963EA6F2},4,25,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},14,2,,,,,,,,,,,,,,,,,,,3,5
STRI011,plot establishment,2011,0,STRI011,{6017F69C-3FE5-4053-B27A-6280668B38E7},2,19,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},23,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{639CC3DE-432D-41DC-B3CE-CE49EDE69277},2,13,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},14,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{63F9C3E5-77DC-42C8-B0E0-345E58A6F78F},4,37,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},10,1,4,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{657002F8-16D8-45FF-9D3B-43003917B7A7},2,21,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},14,2,,,,,,,,,,,,,,,,,,,3,2
STRI011,plot establishment,2011,0,STRI011,{6C4D0325-63DF-4AE6-91F3-A61BCF066111},2,12,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},12,1,5,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{738B09E3-8F69-44C1-A3DD-7B2AD0FC5D3B},4,34,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},15,1,5,3,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{81BBD358-3E91-4D91-833C-803A0B7302EA},3,22,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},19,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{98D776F6-B699-4C78-8B03-A247A2D4DD7D},4,30,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},12,1,4,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{A362576C-F24F-4ADC-BB9E-FE6E558A1150},4,29,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},24,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{A79BA8B9-9D0A-42AF-B3EE-9C4A0937323C},4,33,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},12,1,5,2,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{AF2F3B30-BFAC-4FED-A1E8-0C1DB07119BF},1,7,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},12,1,5,3,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{AFC44D1D-E04A-49E1-882E-AA6525608888},2,20,GLEDTRI,{32BD5BD3-F4A9-401E-BC93-A9F77562B0AD},25,2,,,,,,,,,,,,,,,,,,,3,3
STRI011,plot establishment,2011,0,STRI011,{B691F648-146C-4566-A52F-49C48C0C8FF6},4,27,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},24,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{BEF5EAB8-4C47-4F9C-8C6B-1FE1164C2129},2,16,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},18,1,5,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{C4C9AC99-C9E2-4617-A63A-D6261DAA6727},1,6,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},10,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{C90CE076-294A-4FFC-B975-98E674CF83F3},2,14,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},22,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{D1DC4808-FF38-4858-8733-082467C4C3D9},1,4,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},27,1,3,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{DB67EEF9-EFF3-48EF-A405-D92A33C7EE2F},1,8,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},15,1,5,1,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{E771A4C8-2429-4984-896E-EC82B09EB744},4,31,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},23,1,3,1,,WOND,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{EBB0115A-8A46-414D-AADA-B0BE5E0ABAB8},1,10,MACLPOM,{D8D6F979-8444-4F87-91DD-2B1F77531C7C},17,1,5,3,,,,,,,,,,,,,,,,,,
STRI011,plot establishment,2011,0,STRI011,{EE40E8D4-4280-45A0-8F4A-7F5F25817F65},4,26,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},20,1,3,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{0BFD4618-527C-4DD8-8091-A952275083EA},3,13,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},57,1,3,1,1,BIRD,,,,,L,1,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{0DEB306B-DC2F-449C-9553-2CC306EDE6DD},3,10,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},14,1,5,1,,LEAN,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{1E06D0D1-DA75-4C85-9291-1EAD81145A2A},1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},10,1,5,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{334F2FAD-1F4D-4AB5-8E15-56FA4488E1CB},4,17,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},14,1,5,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{4F019D01-4CA1-44AC-B64E-F7C7EA4D30A8},1,2,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},23,1,4,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{5F56C522-8DA6-4254-8472-75FCC0757288},3,11,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},14,1,5,1,1,LEAN,,,,,L,1,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{7212205A-EEBE-487B-8FAD-BB90CA59B431},4,14,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},34,1,3,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{87AD5C96-AD0C-4243-AF3F-4A126F90B6AF},1,3,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},27,1,5,4,4,LEAN,BROK,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{98AB0CDC-BC9D-4309-B9DB-1EDB2DD8A817},3,8,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},27,1,5,1,,LEAN,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{B034AE9D-207F-4ADA-A4B0-25BB70F8DD2B},4,16,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},50,1,3,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{C9CE9EEB-E9FC-4588-BBE8-29747209D159},4,15,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},36,1,5,1,,LEAN,ROOT,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{C4FB6DB3-1124-4728-B944-45FAD4B55FDB},1,4,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},16,1,5,1,,FORK,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{D7882DBB-8717-448D-8F01-9271BBBB947B},2,6,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},15,1,5,1,,LEAN,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{D7DAFFDC-567E-4C62-87F4-114F501F654B},2,5,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},16,1,5,1,1,,,,,,L,1,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{E05EEF43-980E-495D-A973-43A70ACA1836},3,9,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},45,1,3,1,1,,,,,,L,1,H,1,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{EB638A82-7E62-45FF-9EC2-EC489FEF58EA},3,7,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},72,1,3,1,,,,,,,,,,,,,,,,,,
COWP014,QA/QC,2012,-1,COWP014Q,{FC0D9413-A528-4D24-9D24-796D9171F25B},3,12,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},14,1,5,1,,LEAN,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{0AE98C3B-EB60-4230-BF9D-B04F255E4004},3,14,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},29,1,5,1,,,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{0B4601BB-48CD-4411-97C7-3411F6DD0D5E},1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},12,1,5,1,,,,,,,H,1,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{16C219FD-FF99-47BF-9F5B-F03081B40C7D},1,5,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},15,1,5,3,2,VINE,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{1B6B04BB-21CF-4E39-B9FF-8DD8A7D223A0},3,10,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},14,1,5,1,,,,,,,H,1,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{30AF1E24-8537-47BC-9ACD-6E2B22774BCE},4,17,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},14,1,5,1,,,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{3D7C0BC3-12EF-4543-BA37-AC71FAD4A956},4,15,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},33,1,3,1,,,,,,,H,2,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{45ABE74B-5216-4AA7-B0B4-C0E38C975475},3,11,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},14,1,5,1,,,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{4C137E61-FE69-4437-B34B-FB73D354D1E8},3,12,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},13,1,5,1,,,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{56484569-401D-47AE-BCBF-AFFCEBB5BA22},2,6,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},17,1,5,3,1,,,,,,H,1,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{5A026394-F987-4FE9-9477-B3AC8276CEDC},3,8,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},73,1,2,1,,,,,,,H,2,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{5F268320-8D60-48CF-86EC-F7B84CD35A6E},3,13,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},16,1,5,1,,BROK,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{725419F8-CF58-4E10-896D-9AFB72AEB38E},3,9,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},46,1,4,1,,EPIC,LEAN,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{8A513C4D-EC75-4CB8-A9F5-A6F0647742AC},4,16,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},35,1,5,3,1,LEAN,BROK,EPIC,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{97C4B5D3-29DE-42FE-AFED-C59941B512DA},1,2,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},23,1,3,1,,,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{C3442B11-6216-46F5-9C57-1FF8115783D0},4,18,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},50,1,3,1,,,,,,,,,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{C7DBFA9A-EE9D-4DB6-9BCF-C38B231A842F},1,3,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},28,2,,,,,,,,,,,,,,,,,,,1,20
COWP014,plot establishment,2012,0,COWP014,{DD057E40-7151-4FEA-9B80-B04E61C64408},1,4,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},14,1,5,4,2,BROK,LEAN,,,,H,1,,,,,,,,,,
COWP014,plot establishment,2012,0,COWP014,{DD80D83D-841C-498A-8172-C46064F01638},2,7,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},18,1,5,1,,LEAN,,,,,H,1,,,,,,,,,,
CHIC007,QA/QC,2012,-1,CHIC007Q,{01992697-36F2-4FF5-9577-6203C64EE90A},2,8,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},23,1,3,1,,,,,,,,,,,,,,,,,,
