Tree_ID,Event_IDF,location_name,Event_Type,event_year,Module,Tree_Number,Species_Original,Plant_Concept_Current_IDF,DBH,Tree_Status,Crown_Class,Vigor,Dieback,Condition_Damage_Code_1,Condition_Damage_Code_2,Condition_Damage_Code_3,Condition_Damage_Code_4,Condition_Damage_Code_5,Foliage_Condition_1,Foliage_Percent_Class_1,Foliage_Condition_2,Foliage_Percent_Class_2,Foliage_Condition_3,Foliage_Percent_Class_3,Foliage_Condition_4,Foliage_Percent_Class_4,Foliage_Condition_5,Foliage_Percent_Class_5,Dead_Tree_Decay_Class,Snag_Height,qaqcPlotTree_ID,ArboristName
{0AA309A0-2438-4D14-A409-3C582FFE8BF3},{0E570ADF-85CD-46B1-918E-D6CAF823B068},MACA007,plot revisit,2016,2,17,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},25,1,4,2,,,,,,,,,,,,,,,,,,,{A331D5E3-F1C0-401A-980F-67ABF0529C3F},Moore_Bill
{0AABA047-9854-40AB-83C5-E2B828CA8281},{0CBE8039-50EB-4D03-A463-136E6239F199},CHIC014,plot establishment,2013,4,36,CARYCAR,{F2D9F1A7-B26A-43D7-942C-C4D459A74F72},38,1,3,1,,,,,,,,,,,,,,,,,,,{F5E041B8-F926-44D1-A380-C89B1CDDBA3C},Moore_Bill
{0ADEC242-FA6A-4666-A1CE-62BF2C88EBB3},{D630D842-E35F-487B-B829-54A1FB7C7F50},STRI008,plot establishment,2011,3,19,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},20,1,3,1,,VINE,,,,,,,,,,,,,,,,,{B6B48696-822C-4D94-959F-68EBAE68AFFA},Casillas_Ana
{0AE98C3B-EB60-4230-BF9D-B04F255E4004},{8599CD48-3DF4-4BFF-ADA9-0703C97532BF},COWP014,plot establishment,2012,3,14,OXYDARB,{618394AC-EC81-4F3E-9466-9C6CE04786C7},29,1,5,1,,,,,,,,,,,,,,,,,,,{98AB0CDC-BC9D-4309-B9DB-1EDB2DD8A817},McAninch_Shepard
{0B3A1BEA-B534-4063-A886-44AE934BE546},{80C1BC7B-A05C-4C97-B840-B6C6940550D9},COWP019,plot establishment,2012,4,41,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},33,1,2,1,2,,,,,,,,,,,,,,,,,,{92439138-77F8-4B83-A390-753C66F57515},Bledsoe_Clare
{0B4601BB-48CD-4411-97C7-3411F6DD0D5E},{8599CD48-3DF4-4BFF-ADA9-0703C97532BF},COWP014,plot establishment,2012,1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},12,1,5,1,,,,,,,H,1,,,,,,,,,,,{1E06D0D1-DA75-4C85-9291-1EAD81145A2A},McAninch_Shepard
{0B6960DD-DBC5-4783-BF8E-833530725836},{80C1BC7B-A05C-4C97-B840-B6C6940550D9},COWP019,plot establishment,2012,3,32,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},21,1,3,2,,,,,,,,,,,,,,,,,,,{B5A40FC4-B688-463E-AA8E-852986D9DDA5},Bledsoe_Clare
{0B933FAC-2ED1-46B5-9A46-85E3503086D6},{D630D842-E35F-487B-B829-54A1FB7C7F50},STRI008,plot establishment,2011,4,27,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},46,1,2,1,,,,,,,,,,,,,,,,,,,{21BF58B5-85A9-47A3-9A02-6C5A7B80FF2A},Casillas_Ana
{0C5C86D4-1E8E-475E-B7D3-9E94ABAFFB14},{CAA3CB67-A5D4-4EEC-A4EE-C05EB5C2A2D9},MACA027,plot establishment,2013,3,17,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},20,1,3,1,,,,,,,N,1,,,,,,,,,,,{82B545B1-E759-452D-99B6-67E8F37C6340},Thomas_Steve
{0E9AC102-7B55-4250-8FF2-3EA88906B3A0},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,4,24,QUERSHU,{3455E38A-AE52-41AB-8F8F-349179D43710},30,1,4,1,,EPIC,,,,,,,,,,,,,,,,,{F34FF2F0-56C8-4DF4-831A-86CAFC0F282A},Nordman_Carl
{1103CFE2-E4C9-4E38-B734-071CDD0EF61C},{A3681F79-2079-4028-9975-3E947AD0AB8A},MACA001,plot revisit,2016,4,9,QUERPRIU,{F4C1717E-6390-4AE6-82A2-060BA511EC6E},49,1,3,1,,FORK,,,,,,,,,,,,,,,,,{60348E15-04A6-4134-BA72-3F13A63081C1},Bledsoe_Clare
{112F9A25-0900-47E2-8F42-D3F9F7CC8611},{840D4F8B-EBF3-45B4-83EA-7A17577C9E01},MACA047,plot establishment,2015,2,6,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},32,1,4,1,,,,,,,,,,,,,,,,,,,{0EF580CF-7E67-49B1-91EE-279FED18388E},Jernigan_Johnathan
{114B1953-8CB5-4BBF-A494-D2944331CFE9},{0E570ADF-85CD-46B1-918E-D6CAF823B068},MACA007,plot revisit,2016,1,3,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},16,2,,,,,,,,,,,,,,,,,,,3,7,{B5472582-75B8-48C1-9253-022300E26FE4},Moore_Bill
{11693A5F-E01C-46BD-B968-5E590341D8DE},{9D8FDB79-9E6D-44BB-B00D-5BA7D312083F},LOOK007,plot establishment,2012,3,7,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},22,1,5,1,,,,,,,,,,,,,,,,,,,{6D0B5BFC-12C6-4212-A56E-D3C48F82584A},White_Rickie
{11A8293F-C41B-4501-B0D6-3A1BCD078083},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,3,18,QUERSTE,{E14F490E-05C9-42D1-833F-D030CEF137A1},17,2,,,,,,,,,,,,,,,,,,,1,8,{734E9432-A95E-47F3-9A8B-D4051227D8C4},Nordman_Carl
{11DAFB9A-5114-4061-BAD6-175AD0FC639A},{CAA3CB67-A5D4-4EEC-A4EE-C05EB5C2A2D9},MACA027,plot establishment,2013,3,19,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},17,1,5,1,,VINE,,,,,,,,,,,,,,,,,{65356B1B-BC8C-4B9B-A550-054547E56FC5},Thomas_Steve
{1498A04A-8D96-4B5B-B81F-59C0AAE21DF1},{DF8D3DB5-66D0-4274-ABDE-D4985E972EDB},STRI011,plot establishment,2011,1,11,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},15,1,3,1,,,,,,,,,,,,,,,,,,,{BCE8DD35-7198-4B59-A517-5A170AE74D5C},Casillas_Ana
{14F89E9F-2C8D-4A7F-8D52-0AD1B8BC4B97},{840D4F8B-EBF3-45B4-83EA-7A17577C9E01},MACA047,plot establishment,2015,3,11,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},41,1,3,1,,,,,,,H,1,,,,,,,,,,,{41822300-4AD1-4EE7-84D6-2D41E698D21A},Jernigan_Johnathan
{1599B68D-FD69-4F44-83BE-0E88CD43D02A},{E768DBCD-F612-4F61-B108-4DCEC9E049B8},CHIC005,plot establishment,2011,4,13,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},15,1,5,1,1,,,,,,H,2,,,,,,,,,,,{61383E9E-DC4A-4DE9-8881-197F45591D81},_
{15D050A3-963C-4BAD-A248-128D4DF495E3},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,2,7,QUERSHU,{3455E38A-AE52-41AB-8F8F-349179D43710},55,1,2,1,,VINE,,,,,,,,,,,,,,,,,{C6520816-377D-4370-9249-D9174DDB12F0},Nordman_Carl
{15DE5973-E88F-441F-9F4C-5D0E1E171D38},{80C1BC7B-A05C-4C97-B840-B6C6940550D9},COWP019,plot establishment,2012,1,12,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},15,1,5,4,,DTOP,EPIC,,,,,,,,,,,,,,,,{DD99800E-329F-40B3-A79B-8CC28662812B},Bledsoe_Clare
{16F67AAE-8288-4A45-AD05-C96138C926EE},{0E570ADF-85CD-46B1-918E-D6CAF823B068},MACA007,plot revisit,2016,3,19,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},23,2,,,,,,,,,,,,,,,,,,,2,8,{2B7B70E5-8520-436B-8F2A-7E31332F76A2},Moore_Bill
{18146319-AC02-40D9-9170-7279506AF624},{CC7DD118-8E76-4455-A977-6252DE46B24A},LOOK017,plot establishment,2014,3,12,QUERPRIU,{F4C1717E-6390-4AE6-82A2-060BA511EC6E},15,1,5,1,1,,,,,,,,,,,,,,,,,,{76D4F36D-F274-4F43-9F03-FF7A394FE2BC},White_Rickie
{1815B7BB-69C6-49E7-B1DF-B7D80E81A032},{BEB30239-3D32-48CD-87F0-ACBE37FC9A7A},MACA037,plot establishment,2014,1,3,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},16,1,5,1,,,,,,,H,1,,,,,,,,,,,{BB7ACC90-9FA5-4BAD-A012-931DCD5CC845},Bledsoe_Clare
{184BA3B4-C4A8-4479-B8B8-B15F94E5B8D5},{840D4F8B-EBF3-45B4-83EA-7A17577C9E01},MACA047,plot establishment,2015,2,7,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},46,1,3,1,,,,,,,,,,,,,,,,,,,{3ADACC91-1B61-491A-8E9C-3F3FEBE8F4F3},Jernigan_Johnathan
{184C06B1-4275-4B3E-94A1-40DA20197261},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,3,20,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},20,1,5,1,,,,,,,,,,,,,,,,,,,{477EB07A-4ADA-4134-BBD0-5BD9A5DD5063},Nordman_Carl
{18D09913-A7B6-414F-957A-B6BA11734B7E},{73AB927B-657F-4826-A1FF-33F3EDCBACC5},KIMO011,plot establishment,2012,4,28,PINUTAE,{605ECD93-426B-4FE9-B292-2021297BEAFC},14,1,5,1,,FIRE,,,,,,,,,,,,,,,,,{CEA9CD58-7378-4B47-955B-BADC5FC02B72},Bledsoe_Clare
{199F2113-4F67-40ED-9E0A-DC8AB7463719},{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7},GUCO008,plot establishment,2011,3,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},17,1,4,2,,,,,,,,,,,,,,,,,,,{C597111A-53CF-447E-80BA-AB6B13E9D681},Bledsoe_Clare
{1B882729-CF2A-4C56-90F9-D3EAD30FCB5F},{E2BFF458-D925-46E7-99FA-1A1C090215CF},MACA018,plot establishment,2013,4,13,QUERMUE,{AB842947-D1D9-4644-85EE-B71BB0738A9F},21,1,4,1,,,,,,,,,,,,,,,,,,,{057277B0-FFCB-40A4-9D01-50B7FF1B3C8D},Bledsoe_Clare
{25885975-4FA5-44F1-8F7F-EF9EE7C9422F},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,3,21,QUERSTE,{E14F490E-05C9-42D1-833F-D030CEF137A1},33,1,3,1,,FORK,,,,,,,,,,,,,,,,,{5D42C742-4A0F-4023-A64E-85FB885E78E0},Nordman_Carl
{2588F58D-B07F-457E-9D7D-827EBC8781EA},{CAA3CB67-A5D4-4EEC-A4EE-C05EB5C2A2D9},MACA027,plot establishment,2013,3,18,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},12,1,5,1,,,,,,,,,,,,,,,,,,,{E6F0CEFB-B3DD-4926-BBEB-7F0B21D0DDF3},Thomas_Steve
{1DFFD540-B1B3-4278-8018-38688C116806},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,2,8,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},21,1,5,1,,,,,,,,,,,,,,,,,,,{97D4E87B-61A5-4BDF-89C6-EC884F6FA9EB},Nordman_Carl
{200DC959-6E78-49F3-B7E1-FB105DBDC321},{557397DC-82A4-4B13-AC23-745912A25B83},CHIC007,plot establishment,2012,3,12,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},20,1,4,1,1,,,,,,H,1,,,,,,,,,,,{32A8B72B-7F14-499B-B62E-67F5A963F2F5},Nordman_Carl
{200F793B-CA90-4E3B-BAEC-369151D30012},{0E570ADF-85CD-46B1-918E-D6CAF823B068},MACA007,plot revisit,2016,4,33,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},22,1,4,2,,,,,,,,,,,,,,,,,,,{4813F980-5102-4C8E-8AD6-3A3DD666198C},Moore_Bill
{20C4164B-E842-4FDB-A0BB-120AD8B5DDEF},{DF8D3DB5-66D0-4274-ABDE-D4985E972EDB},STRI011,plot establishment,2011,2,17,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},29,1,4,1,,,,,,,,,,,,,,,,,,,{D8B24951-0F51-41F2-B1C3-780DC37AB9C5},Casillas_Ana
{20DEFD5C-B207-4A40-9E3B-B68B258E0CE0},{0CBE8039-50EB-4D03-A463-136E6239F199},CHIC014,plot establishment,2013,2,14,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},11,2,,,,,,,,,,,,,,,,,,,1,6,{3D9C109C-6387-4A72-8901-000A7CFC889A},Moore_Bill
{20F14571-222F-4EED-B5EF-4D7E4EF08043},{D630D842-E35F-487B-B829-54A1FB7C7F50},STRI008,plot establishment,2011,4,23,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},18,1,3,1,,VINE,,,,,,,,,,,,,,,,,{B6E3FDD8-B0EB-4A5D-B588-789EB074297C},Casillas_Ana
{21A9AA48-BDD5-4425-9CDB-3E7CE5763198},{68385733-B7C1-41F8-84B2-51216E29A9E7},MACA053,plot establishment,2015,4,18,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},24,1,3,1,,,,,,,,,,,,,,,,,,,{60A6B11A-8894-4E17-90F9-C894A3FF0E08},Jernigan_Johnathan
{21F2BCBF-C037-4667-895C-5A225D8BE184},{BEB30239-3D32-48CD-87F0-ACBE37FC9A7A},MACA037,plot establishment,2014,1,2,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},17,1,4,1,,,,,,,H,1,,,,,,,,,,,{B1B05B7A-49C6-42CC-B88B-3501B6361A04},Bledsoe_Clare
{223C2717-D096-4B44-A2A5-714384F5909D},{80C1BC7B-A05C-4C97-B840-B6C6940550D9},COWP019,plot establishment,2012,3,29,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},31,1,4,2,2,SPAR,FIRE,,,,N,1,,,,,,,,,,,{BB19C81E-0711-4B93-8BC2-98120EF1C578},Bledsoe_Clare
{22CD7DFE-BB94-4015-A6E9-33C59AC408AF},{557397DC-82A4-4B13-AC23-745912A25B83},CHIC007,plot establishment,2012,2,8,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},23,1,4,2,1,CROK,LEAN,,,,H,2,,,,,,,,,,,{01992697-36F2-4FF5-9577-6203C64EE90A},Nordman_Carl
{22F732F0-336A-403D-90B8-1F3C750D002F},{47E3DE4D-80FA-4048-B4BB-5573896C0697},CHIC002,plot revisit,2016,3,15,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},20,1,5,1,,,,,,,,,,,,,,,,,,,{614F81B4-725A-459F-BA12-AFF3F418962B},Nordman_Carl
{232E0A85-29F8-4594-BAC7-45967FB7EC85},{557397DC-82A4-4B13-AC23-745912A25B83},CHIC007,plot establishment,2012,1,2,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},11,1,5,2,1,,,,,,H,1,,,,,,,,,,,{16353F0C-40C4-416A-9D95-4C78002BF702},Nordman_Carl
{24CB783A-D378-43EA-8741-42839F91EFDE},{0E570ADF-85CD-46B1-918E-D6CAF823B068},MACA007,plot revisit,2016,3,20,ACERSACM,{BB6F4F2B-B315-4777-BC1E-7396A414B0A5},19,1,5,1,,,,,,,,,,,,,,,,,,,{40D19C98-855C-4AFD-B10C-C7E0149BED01},Moore_Bill
{26999181-C527-4C60-B616-7A23F3B8FA4B},{73AB927B-657F-4826-A1FF-33F3EDCBACC5},KIMO011,plot establishment,2012,3,24,LIQUSTY,{A0A66D11-EA4A-496D-8AD8-794EE9D3C1CA},22,1,3,2,,FIRE,,,,,,,,,,,,,,,,,{904B2E61-12BF-4FE2-B30F-F3ADF7B3BB62},Bledsoe_Clare
{26C2B4D1-8C6F-4F7C-862F-9AC7042FD315},{840D4F8B-EBF3-45B4-83EA-7A17577C9E01},MACA047,plot establishment,2015,4,14,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},47,1,3,1,,,,,,,H,1,,,,,,,,,,,{DC91AE94-1053-410A-AB36-9D66AAD5983B},Jernigan_Johnathan
{26EAC226-7BA4-4DDE-9C7C-0CD3D5D67B59},{840D4F8B-EBF3-45B4-83EA-7A17577C9E01},MACA047,plot establishment,2015,4,16,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},44,1,3,1,,CROK,,,,,,,,,,,,,,,,,{EC5E5914-E71C-4067-8C89-BC298237777F},Jernigan_Johnathan
{27FE70E0-ECEA-4D81-8806-F7D93206965D},{BC8DEB21-9BFB-4960-BC12-7BBD5E162FE5},MACA008,plot revisit,2016,2,9,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},24,1,5,1,,,,,,,,,,,,,,,,,,,{32ABC1F1-4B5F-4EFA-8C96-93EBBEA95C8C},Moore_Bill
{289A013A-5788-4582-AAFB-C47795A31D20},{CC7DD118-8E76-4455-A977-6252DE46B24A},LOOK017,plot establishment,2014,3,13,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},24,1,4,1,1,,,,,,,,,,,,,,,,,,{0F235246-3961-49D3-B5F6-CE805F093005},White_Rickie
{28F1A73E-9E9A-4886-9E3B-0640F9C775D3},{557397DC-82A4-4B13-AC23-745912A25B83},CHIC007,plot establishment,2012,3,19,CARYCAR,{F2D9F1A7-B26A-43D7-942C-C4D459A74F72},43,1,2,1,1,FORK,,,,,,,,,,,,,,,,,{C03E8DDB-DDBC-4148-AE8C-79C310A1C55E},Nordman_Carl
{2975BD63-7BC3-4C32-8533-2966912D7E82},{A3681F79-2079-4028-9975-3E947AD0AB8A},MACA001,plot revisit,2016,4,13,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},12,1,5,1,,,,,,,,,,,,,,,,,,,{47356AA1-CDCB-48AE-B788-56D2827867B5},Bledsoe_Clare
{29E74F8B-A240-4765-BBE3-966EF8570BF4},{0E570ADF-85CD-46B1-918E-D6CAF823B068},MACA007,plot revisit,2016,2,9,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},16,2,,,,,,,,,,,,,,,,,,,1,10,{F5E9AFE9-5CA1-4675-B690-EDD256D213CD},Moore_Bill
{29EC8F98-E936-4193-A2D4-774531E7E830},{E2BFF458-D925-46E7-99FA-1A1C090215CF},MACA018,plot establishment,2013,3,8,FAGUGRA,{48C88572-84A5-40DB-B015-E69FDB88CB25},39,1,5,1,,,,,,,,,,,,,,,,,,,{2C374DA2-A58E-4C83-9667-040721BEDAA1},Bledsoe_Clare
{2A371D43-4FCB-49D0-BD87-4C26F765652E},{E2BFF458-D925-46E7-99FA-1A1C090215CF},MACA018,plot establishment,2013,4,11,FAGUGRA,{48C88572-84A5-40DB-B015-E69FDB88CB25},24,1,4,1,,FORK,,,,,N,1,,,,,,,,,,,{D0279877-4373-416C-8B1F-A32664A18795},Bledsoe_Clare
{2A4DC817-8CF1-4857-A6EE-73D03053D484},{CC7DD118-8E76-4455-A977-6252DE46B24A},LOOK017,plot establishment,2014,2,9,QUERPRIU,{F4C1717E-6390-4AE6-82A2-060BA511EC6E},14,1,5,4,4,,,,,,,,,,,,,,,,,,{455C534B-A620-4F0B-BB36-426E24806985},White_Rickie
